id,rowid,authors,title,journal,year,abstract,type,trait,measure,exp.methods,species,latin,taxa,Order,Family,strain,parasite.taxa,life.history.measured,setting,subset,Infection.type,migratory.leg2,ss,ss_infected,ss_healthy,slope,effect,stat,presented.p,adj.p,sig0.05,infection.measure,z,var.z,g,var.g,var.g1,function.,Effect.direction
1,4,"Asghar, M; Hasselquist, D; Bensch, S",Are chronic avian haemosporidian infections costly in wild birds?,JOURNAL OF AVIAN BIOLOGY,2011,"One group of commonly found parasites in birds, for which fitness consequences and effects on life history traits have been much debated are Haemosporidian blood parasites. In a long term study population of great reed warblers Acrocephalus arundinaceus in Sweden, previous studies have shown that the Haemosporidian blood parasites are in their chronic phase during the breeding season and that the fitness of infected and non-infected birds are similar. In the present study, we quantified parasite intensity (parasitemia) in 718 adults great reed warblers sampled between 1987 and 1998 for the three most common parasite species; Haemoproteus payevskyi (lineage GRW1), Plasmodium ashfordi (GRW2) and Plasmodium relictum (GRW4). We verified that the q-PCR method is accurately quantifying Haemoproteus payevskyi (GRW1) as it was highly correlated with the number of parasites seen under microscope. Frequency of mixed infections with two lineages was significantly higher than expected based on the prevalence of each of the three parasite lineages. The mean level of parasitemia was significantly different for the three lineages and individual birds had repeatable parasitemia levels between years. Females tended to have a higher parasitemia than males for all three parasite lineages combined. Females with higher GRW1 parasitemia tended to arrive later in spring to their breeding sites. There was a negative correlation between parasitemia and number of fledged offspring for GRW1, and a tendency for a negative correlation between GRW2 parasitemia and the proportion of recruiting offspring. Overall our results demonstrate that chronic Haemosporidian infections can have slight but significant effects on host life history traits, and therefore may act as important selective agents in wild bird populations.",O,Phenology,Spring arrival,na,Great reed warbler,Acrocephalus arundinaceus,Bird,Passeriformes,Acrocephalidae,GRW2,Protozoa,Breeding,Field,all,Single,Y,22,na,na,Not presented,0.2,F,0.66,0.66,0,Intensity,-0.1,0.05,-0.18,0.17,0.17,"pes(0.66,11,11)",Negative
1,5,"Asghar, M; Hasselquist, D; Bensch, S",Are chronic avian haemosporidian infections costly in wild birds?,JOURNAL OF AVIAN BIOLOGY,2011,"One group of commonly found parasites in birds, for which fitness consequences and effects on life history traits have been much debated are Haemosporidian blood parasites. In a long term study population of great reed warblers Acrocephalus arundinaceus in Sweden, previous studies have shown that the Haemosporidian blood parasites are in their chronic phase during the breeding season and that the fitness of infected and non-infected birds are similar. In the present study, we quantified parasite intensity (parasitemia) in 718 adults great reed warblers sampled between 1987 and 1998 for the three most common parasite species; Haemoproteus payevskyi (lineage GRW1), Plasmodium ashfordi (GRW2) and Plasmodium relictum (GRW4). We verified that the q-PCR method is accurately quantifying Haemoproteus payevskyi (GRW1) as it was highly correlated with the number of parasites seen under microscope. Frequency of mixed infections with two lineages was significantly higher than expected based on the prevalence of each of the three parasite lineages. The mean level of parasitemia was significantly different for the three lineages and individual birds had repeatable parasitemia levels between years. Females tended to have a higher parasitemia than males for all three parasite lineages combined. Females with higher GRW1 parasitemia tended to arrive later in spring to their breeding sites. There was a negative correlation between parasitemia and number of fledged offspring for GRW1, and a tendency for a negative correlation between GRW2 parasitemia and the proportion of recruiting offspring. Overall our results demonstrate that chronic Haemosporidian infections can have slight but significant effects on host life history traits, and therefore may act as important selective agents in wild bird populations.",O,Phenology,Spring arrival,na,Great reed warbler,Acrocephalus arundinaceus,Bird,Passeriformes,Acrocephalidae,GRW4,Protozoa,Breeding,Field,all,Single,Y,76,na,na,Not presented,0.1,F,0.74,0.74,0,Intensity,-0.04,0.01,-0.08,0.05,0.05,"pes(0.74,38,38)",Negative
2,6,"Asghar, M; Hasselquist, D; Hansson, B; Zehtindjiev, P; Westerdahl, H; Bensch, S",Hidden costs of infection: Chronic malaria accelerates telomere degradation and senescence in wild birds,SCIENCE,2015,"Recovery from infection is not always complete, and mild chronic infection may persist. Although the direct costs of such infections are apparently small, the potential for any long-term effects on Darwinian fitness is poorly understood. In a wild population of great reed warblers, we found that low-level chronic malaria infection reduced life span as well as the lifetime number and quality of offspring. These delayed fitness effects of malaria appear to be mediated by telomere degradation, a result supported by controlled infection experiments on birds in captivity. The results of this study imply that chronic infection may be causing a series of small adverse effects that accumulate and eventually impair phenotypic quality and Darwinian fitness.",O,Survival,Lifespan,na,Great reed warbler,Acrocephalus arundinaceus,Bird,Passeriformes,Acrocephalidae,Haemoparasites,Protozoa,Breeding,Field,all,Single,Y,75,32,43,0.84,2.82,t,0.006,0.006,1,Infection status,-0.32,0.01,-0.65,0.06,0.06,"tes(2.82,32,43)",Negative
81,135,Bengtsson et al,Does influenza A virus infection affect movement behaviour during stopover in its wild reservoir host?,ROYAL SOCIETY OPEN SCIENCE,2016,"The last decade has seen a surge in research on avian influenza A viruses (IAVs), in part fuelled by the emergence, spread and potential zoonotic importance of highly pathogenic virus subtypes. The mallard (Anas platyrhynchos) is the most numerous and widespread dabbling duck in the world, and one of the most important natural hosts for studying IAV transmission dynamics. In order to predict the likelihood of IAV transmission between individual ducks and to other hosts, as well as between geographical regions, it is important to understand how IAV infection affects the host. In this study, we analysed the movements of 40 mallards equipped with GPS transmitters and three-dimensional accelerometers, of which 20 were naturally infected with low pathogenic avian influenza virus (LPAIV), at a major stopover site in the Northwest European flyway. Movements differed substantially between day and night, as well as between mallards returning to the capture site and those feeding in natural habitats. However, movement patterns did not differ between LPAIV infected and uninfected birds. Hence, LPAIV infection probably does not affect mallard movements during stopover, with high possibility of virus spread along the migration route as a consequence.",O,Movement,Local movements,na,Mallard,Anas platyrhynchos,Bird,Anseriformes,Anatidae,LPAIV,Virus,Migration,Field,all,Single,N,87,37,50,Not presented,0.538,t,>0.05,0.5,0,Infection status,-0.06,0.01,-0.12,0.05,0.05,"tes(0.538,37,50)",Negative
3,7,"Bensch, S; Waldenstrom, J; Jonzen, N; Westerdahl, H; Hansson, B; Sejberg, D; Hasselquist, D",Temporal dynamics and diversity of avian malaria parasites in a single host species,JOURNAL OF ANIMAL ECOLOGY,2007,"We have used molecular methods to unravel a remarkable diversity of parasite lineages in a long-term population study of great reed warblers Acrocephalus arundinaceus that was not foreseen from traditional microscopic examination of blood smears. This diversity includes eight Haemoproteus and 10 Plasmodium lineages of which most probably represent good biological species. Contrary to expectation, the relative frequency of parasite lineages seemed not to change over the 17-year study period and we found no effects of the parasites on a male secondary sexual ornament (song repertoire size) and two measures of fitness (adult survival and production of recruited offspring). We discuss whether the absence of fitness consequences of the parasites might relate to the fact that we have studied the host at the breeding sites in Europe, whereas the transmission seems to take place at the wintering sites in Africa, where the naive birds encounter the parasites for the first time and the resulting primary infections likely make them sicker than during the chronic phase of the infection. The prevalence of the three most common lineages appeared to fluctuate in parallel with a periodicity of approximately 3-4 years. Theoretical models based on intrinsic interactions between parasite antigen and host immune genes cannot explain such dynamics, suggesting that knowledge of extrinsic parameters such as vector distribution and alternative hosts are required to understand these patterns.",O,Survival,Annual survival,na,Great reed warbler,Acrocephalus arundinaceus,Bird,Passeriformes,Acrocephalidae,Haemoparasites,Protozoa,Breeding,Field,all,Single,Y,442,220,220,Not presented,0.19,X2,0.66,0.66,0,Infection status,0.02,0.005,0.04,0.01,0.01,"pes(0.66,220,220)",Positive
80,133,"Bradford, MJ; Lovy, J; Patterson, DA; Speare, DJ; Bennett, WR; Stobbart, AR; Tovey, CP","Parvicapsula minibicornis infections in gill and kidney and the premature mortality of adult sockeye salmon (Oncorhynchus nerka) from Cultus Lake, British Columbia",CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,2010,"In recent years, large losses of migrating adult sockeye salmon (Oncorhynchus nerka) from the Fraser River, British Columbia, Canada, have resulted in reductions in catches and productivity. We investigated patterns of mortality and the occurrence of the myxosporean parasiteParvicapsula minibicornis in adult sockeye salmon from Cultus Lake, tributary to the Fraser River. Using data from a captive broodstock program, we found that early migrants to Cultus Lake had less severe P. minibicornis infections and were more likely to survive to maturity than those fish that arrived later after they had presumably held in the warmer Fraser River. We found P. minibicornis in kidneys and gills of spawners. In some fish, significant histopathology in the gills that included severe inflammation and hyperplasia of the gill lamellae was observed; the severity of the disease was correlated with the severity of P. minibicornis infections. Kidney and gill pathologies were more prevalent and more severe in fish that died before spawning compared with those that matured successfully. Gill disease associated with P. minibicornis infections had not been previously identified in Fraser River sockeye salmon, and its role in the loss of spawners needs further investigation.",O,Phenology,Spring arrival,na,Sockeye salmon,Oncorhynchus nerka,Fish,Salmoniformes,Salmonidae,Parvicapsula minibicornis,Protozoa,Breeding,Field,all,Single,Y,110,na,na,Not presented,0.51,r,<0.001,0.001,1,Intensity,-0.56,0.01,NA,NA,NA,"res(0.51,,110)",Negative
80,134,"Bradford, MJ; Lovy, J; Patterson, DA; Speare, DJ; Bennett, WR; Stobbart, AR; Tovey, CP","Parvicapsula minibicornis infections in gill and kidney and the premature mortality of adult sockeye salmon (Oncorhynchus nerka) from Cultus Lake, British Columbia",CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,2010,"In recent years, large losses of migrating adult sockeye salmon (Oncorhynchus nerka) from the Fraser River, British Columbia, Canada, have resulted in reductions in catches and productivity. We investigated patterns of mortality and the occurrence of the myxosporean parasiteParvicapsula minibicornis in adult sockeye salmon from Cultus Lake, tributary to the Fraser River. Using data from a captive broodstock program, we found that early migrants to Cultus Lake had less severe P. minibicornis infections and were more likely to survive to maturity than those fish that arrived later after they had presumably held in the warmer Fraser River. We found P. minibicornis in kidneys and gills of spawners. In some fish, significant histopathology in the gills that included severe inflammation and hyperplasia of the gill lamellae was observed; the severity of the disease was correlated with the severity of P. minibicornis infections. Kidney and gill pathologies were more prevalent and more severe in fish that died before spawning compared with those that matured successfully. Gill disease associated with P. minibicornis infections had not been previously identified in Fraser River sockeye salmon, and its role in the loss of spawners needs further investigation.",O,Phenology,Spring arrival,na,Sockeye salmon,Oncorhynchus nerka,Fish,Salmoniformes,Salmonidae,Parvicapsula minibicornis,Protozoa,Breeding,Field,all,Single,Y,86,na,na,Not presented,0.32,r,0.003,0.003,1,Intensity,-0.33,0.01,NA,NA,NA,"res(0.32,,86)",Negative
59,83,"Bradley, CA; Altizer, S",Parasites hinder monarch butterfly flight: implications for disease spread in migratory hosts,ECOLOGY LETTERS,2005,"Monarch butterflies (Danaus plexippus) are parasitized by the protozoan Ophryocystis elektroscirrha throughout their geographical range. Monarchs inhabiting seasonally fluctuating environments migrate annually, and parasite prevalence is lower among migratory relative to non-migratory populations. One explanation for this pattern is that long-distance migration weeds out infected animals, thus reducing parasite prevalence and transmission between generations. In this study we experimentally infected monarchs from a migratory population and recorded their long-distance flight performance using a tethered flight mill. Results showed that parasitized butterflies exhibited shorter flight distances, slower flight speeds, and lost proportionately more body mass per km flown. Differences between parasitized and unparasitized monarchs were generally not explained by individual variation in wing size, shape, or wing loading, suggesting that poorer flight performance among parasitized hosts was not directly caused by morphological constraints. Effects of parasite infection on powered flight support a role for long-distance migration in dramatically reducing parasite prevalence in this and other host-pathogen systems.",E,Movement,Endurance,Parasite addition,Monarch butterfly,Danaus plexippus,Insect,Lepidoptera,Nymphalidae,Ophryocystis elektroscirrha,Protozoa,Lab,Lab,all,Single,N,73,30,43,Not presented,4.3,F,0.04,0.04,1,Infection status,-0.24,0.01,-0.49,0.06,0.06,"pes(0.042,30,43)",Negative
59,84,"Bradley, CA; Altizer, S",Parasites hinder monarch butterfly flight: implications for disease spread in migratory hosts,ECOLOGY LETTERS,2005,"Monarch butterflies (Danaus plexippus) are parasitized by the protozoan Ophryocystis elektroscirrha throughout their geographical range. Monarchs inhabiting seasonally fluctuating environments migrate annually, and parasite prevalence is lower among migratory relative to non-migratory populations. One explanation for this pattern is that long-distance migration weeds out infected animals, thus reducing parasite prevalence and transmission between generations. In this study we experimentally infected monarchs from a migratory population and recorded their long-distance flight performance using a tethered flight mill. Results showed that parasitized butterflies exhibited shorter flight distances, slower flight speeds, and lost proportionately more body mass per km flown. Differences between parasitized and unparasitized monarchs were generally not explained by individual variation in wing size, shape, or wing loading, suggesting that poorer flight performance among parasitized hosts was not directly caused by morphological constraints. Effects of parasite infection on powered flight support a role for long-distance migration in dramatically reducing parasite prevalence in this and other host-pathogen systems.",E,Movement,Speed,Parasite addition,Monarch butterfly,Danaus plexippus,Insect,Lepidoptera,Nymphalidae,Ophryocystis elektroscirrha,Protozoa,Lab,Lab,all,Single,N,70,30,40,Not presented,9.57,F,0.003,0.003,1,Infection status,-0.36,0.01,-0.74,0.06,0.06,"pes(0.003,30,40)",Negative
59,85,"Bradley, CA; Altizer, S",Parasites hinder monarch butterfly flight: implications for disease spread in migratory hosts,ECOLOGY LETTERS,2005,"Monarch butterflies (Danaus plexippus) are parasitized by the protozoan Ophryocystis elektroscirrha throughout their geographical range. Monarchs inhabiting seasonally fluctuating environments migrate annually, and parasite prevalence is lower among migratory relative to non-migratory populations. One explanation for this pattern is that long-distance migration weeds out infected animals, thus reducing parasite prevalence and transmission between generations. In this study we experimentally infected monarchs from a migratory population and recorded their long-distance flight performance using a tethered flight mill. Results showed that parasitized butterflies exhibited shorter flight distances, slower flight speeds, and lost proportionately more body mass per km flown. Differences between parasitized and unparasitized monarchs were generally not explained by individual variation in wing size, shape, or wing loading, suggesting that poorer flight performance among parasitized hosts was not directly caused by morphological constraints. Effects of parasite infection on powered flight support a role for long-distance migration in dramatically reducing parasite prevalence in this and other host-pathogen systems.",E,Movement,Speed,Parasite addition,Monarch butterfly,Danaus plexippus,Insect,Lepidoptera,Nymphalidae,Ophryocystis elektroscirrha,Protozoa,Lab,Lab,all,Single,N,29,na,na,Not presented,-1.136,t,0.266,0.266,0,Intensity,-0.21,0.04,NA,NA,NA,"pes(0.266,14.5,14.5)",Negative
59,86,"Bradley, CA; Altizer, S",Parasites hinder monarch butterfly flight: implications for disease spread in migratory hosts,ECOLOGY LETTERS,2005,"Monarch butterflies (Danaus plexippus) are parasitized by the protozoan Ophryocystis elektroscirrha throughout their geographical range. Monarchs inhabiting seasonally fluctuating environments migrate annually, and parasite prevalence is lower among migratory relative to non-migratory populations. One explanation for this pattern is that long-distance migration weeds out infected animals, thus reducing parasite prevalence and transmission between generations. In this study we experimentally infected monarchs from a migratory population and recorded their long-distance flight performance using a tethered flight mill. Results showed that parasitized butterflies exhibited shorter flight distances, slower flight speeds, and lost proportionately more body mass per km flown. Differences between parasitized and unparasitized monarchs were generally not explained by individual variation in wing size, shape, or wing loading, suggesting that poorer flight performance among parasitized hosts was not directly caused by morphological constraints. Effects of parasite infection on powered flight support a role for long-distance migration in dramatically reducing parasite prevalence in this and other host-pathogen systems.",E,Movement,Endurance,Parasite addition,Monarch butterfly,Danaus plexippus,Insect,Lepidoptera,Nymphalidae,Ophryocystis elektroscirrha,Protozoa,Lab,Lab,all,Single,N,29,na,na,Not presented,-0.414,t,0.68,0.68,0,Intensity,-0.08,0.04,NA,NA,NA,"pes(0.68,14.5,14.5)",Negative
82,136,"Brown, CR; Brown, MB; Rannala, B",Ectoparasites reduce long-term survival of their avian host,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1995,"Few field studies have evaluated whether ectoparasites affect the long-term survival of their adult host, although many studies have examined the impact of parasites on the host's offspring. In the colonially nesting cliff swallow (Hirundo pyrrhonota), we manipulated ectoparasite load (of cimicid bugs, fleas, and chewing lice) by fumigating adults and comparing annual survivorship of fumigated birds and non-fumigated control birds captured at the same time. Mark-recapture experiments over an 8-year period revealed that non-fumigated birds had an annual survivorship about 12% less than chat of fumigated birds, on average, but the effects did not vary with colony size. Based on the difference in survivorship between fumigated and non-fumigated birds, we estimated that parasitized individuals had an annual survivorship of 0.38, compared with 0.57 for non-parasitized birds. The parasite-caused reduction in survivorship was the equivalent of the host losing up to one year of lifetime reproductive success. Ectoparasites did not preferentially infest hosts of lower quality, suggesting that all birds in the population were at potential risk of suffering parasitism and the resulting reductions in survivorship. Our results show that obligate ectoparasites such as fleas and lice impose a substantial long-term cost to their hosts and suggest that future studies of ectoparasitism should consider the parasites' effect on annual survival of adult hosts.",E,Survival,Annual survival,Parasite removal,Cliff swallow,Hirundo pyrrhonota,Bird,Passeriformes,Hirundinidae,Ectoparasites,Mites,Breeding,Field,Adults,Multiple,N,28643,24916,3727,Not presented,Not presented,X2,<0.0000001,1.00E-04,1,Infection status,-0.06,0.005,-0.13,3.00E-04,0.01,"chies(119.3,28643)",Negative
